"","country","sex","year","TLa","TLb","G.betat","G.Mt","G.TLa","G.TLb","G.betat.Intercept","G.betat.Slope","G.Mt.Intercept","G.Mt.Slope","GM.ct","GM.betat","GM.Mt","GM.TLa","GM.TLb","GM.ct.Intercept","GM.ct.Slope","GM.betat.Intercept","GM.betat.Slope","GM.Mt.Intercept","GM.Mt.Slope","S.alphat","S.beta1t","S.ct","S.beta2t","S.Mt","S.TLa","S.TLb","S.alphat.Intercept","S.alphat.Slope","S.beta1t.Intercept","S.beta1t.Slope","S.ct.Intercept","S.ct.Slope","S.beta2t.Intercept","S.beta2t.Slope","S.Mt.Intercept","S.Mt.Slope"
"1000",8,2,2009,-2.17046019792855,1.72157339777464,0.0787217956269814,78.2524286626092,-2.09445873368705,1.58923695322188,0.056785011104562,0.000517563366462777,73.8933807701042,0.0504354482770666,0.000323195098886234,0.082576066236074,78.6823046043216,-2.02746607651251,1.7363849719338,0.00278059357765837,-5.55846323430552e-05,0.106877309005119,-0.00058833351879838,77.269458502638,-0.0111438186073118,0.00593049372191918,3.43784201171426,1.84534003771072e-13,0.0804408487179465,78.3626625461889,-2.13557255459442,1.80068238266633,0.0509770267533691,-0.0010288434041097,3.18771740494682,-0.00177456071815146,0.000669397457766421,-1.65009024064801e-05,0.0919325813736266,-0.000299530562703376,75.7742697652474,0.011827103862791
"1001",9,2,1960,-1.98302978693355,1.74125007409743,0.0468795095905478,73.0968340783528,-1.53537494613915,2.01511540607442,0.0570010807909273,0.000153869573513263,73.373727178075,-0.120929086598026,0.00335573386283152,0.0897648502554668,77.8589223770927,-2.26854171961881,1.64086724835365,0.00285806178492329,-5.24539361949578e-05,0.0891190398197603,-0.000528128318764928,77.5288486300016,-0.19778030448757,0.0402545242805932,2.05630999841176,0.00077594134946626,0.0736886025897294,75.4345836310475,-2.37693846394521,1.55913337987808,0.0336021575765614,-0.00044408142033707,1.88240187670065,0.0305340142121197,0.000515041915160126,-1.25585416672659e-05,0.0748717943134246,-0.000228777567396299,75.0663837853567,-0.152664010594895
"1002",9,2,1961,-1.98302978693355,1.74125007409743,0.0500394727257053,73.0487522553403,-1.53537494613915,2.01511540607442,0.0570010807909273,0.000153869573513263,73.373727178075,-0.120929086598026,0.00302670082265538,0.0886977537680234,77.4055257314607,-2.26854171961881,1.64086724835365,0.00285806178492329,-5.24539361949578e-05,0.0891190398197603,-0.000528128318764928,77.5288486300016,-0.19778030448757,0.0360335319731088,2.14286248714444,0.000719528398454223,0.0741306702789866,75.1818511751286,-2.37693846394521,1.55913337987808,0.0336021575765614,-0.00044408142033707,1.88240187670065,0.0305340142121197,0.000515041915160126,-1.25585416672659e-05,0.0748717943134246,-0.000228777567396299,75.0663837853567,-0.152664010594895
"1003",9,2,1962,-1.98302978693355,1.74125007409743,0.0535487003364839,72.4635520207303,-1.53537494613915,2.01511540607442,0.0570010807909273,0.000153869573513263,73.373727178075,-0.120929086598026,0.00282978096746078,0.0900230870461883,76.6776517986729,-2.26854171961881,1.64086724835365,0.00285806178492329,-5.24539361949578e-05,0.0891190398197603,-0.000528128318764928,77.5288486300016,-0.19778030448757,0.0349788679161265,2.13699439604773,0.000716688363870819,0.0766889823978521,74.6481845958314,-2.37693846394521,1.55913337987808,0.0336021575765614,-0.00044408142033707,1.88240187670065,0.0305340142121197,0.000515041915160126,-1.25585416672659e-05,0.0748717943134246,-0.000228777567396299,75.0663837853567,-0.152664010594895
"1004",9,2,1963,-1.98302978693355,1.74125007409743,0.0543143078592827,73.1272858209652,-1.53537494613915,2.01511540607442,0.0570010807909273,0.000153869573513263,73.373727178075,-0.120929086598026,0.00260382520668256,0.0879831808381134,76.8814144015094,-2.26854171961881,1.64086724835365,0.00285806178492329,-5.24539361949578e-05,0.0891190398197603,-0.000528128318764928,77.5288486300016,-0.19778030448757,0.0339774499726429,2.33005767825435,0.000644640613765221,0.075274958598632,74.9541280944279,-2.37693846394521,1.55913337987808,0.0336021575765614,-0.00044408142033707,1.88240187670065,0.0305340142121197,0.000515041915160126,-1.25585416672659e-05,0.0748717943134246,-0.000228777567396299,75.0663837853567,-0.152664010594895
"1005",9,2,1964,-1.98302978693355,1.74125007409743,0.0560608645936362,73.9624593382389,-1.53537494613915,2.01511540607442,0.0570010807909273,0.000153869573513263,73.373727178075,-0.120929086598026,0.00228557649683571,0.0862376988258801,77.14266664245,-2.26854171961881,1.64086724835365,0.00285806178492329,-5.24539361949578e-05,0.0891190398197603,-0.000528128318764928,77.5288486300016,-0.19778030448757,0.0310755861389804,2.40250603595425,0.000543170524356035,0.0743919333583175,75.3799040270179,-2.37693846394521,1.55913337987808,0.0336021575765614,-0.00044408142033707,1.88240187670065,0.0305340142121197,0.000515041915160126,-1.25585416672659e-05,0.0748717943134246,-0.000228777567396299,75.0663837853567,-0.152664010594895
"1006",9,2,1965,-1.98302978693355,1.74125007409743,0.0588435425085618,73.1397360658282,-1.53537494613915,2.01511540607442,0.0570010807909273,0.000153869573513263,73.373727178075,-0.120929086598026,0.00211087459779574,0.0851330205045966,76.2227802083652,-2.26854171961881,1.64086724835365,0.00285806178492329,-5.24539361949578e-05,0.0891190398197603,-0.000528128318764928,77.5288486300016,-0.19778030448757,0.0290160030770722,2.38692803427376,0.00051418865237306,0.0746190361306841,74.564683633557,-2.37693846394521,1.55913337987808,0.0336021575765614,-0.00044408142033707,1.88240187670065,0.0305340142121197,0.000515041915160126,-1.25585416672659e-05,0.0748717943134246,-0.000228777567396299,75.0663837853567,-0.152664010594895
"1007",9,2,1966,-1.98302978693355,1.74125007409743,0.0593055603394948,73.0772859996716,-1.53537494613915,2.01511540607442,0.0570010807909273,0.000153869573513263,73.373727178075,-0.120929086598026,0.00203900287071513,0.0838104522364367,76.0545980057448,-2.26854171961881,1.64086724835365,0.00285806178492329,-5.24539361949578e-05,0.0891190398197603,-0.000528128318764928,77.5288486300016,-0.19778030448757,0.0282235287448295,2.44274732986994,0.000493053274334634,0.073740545688216,74.4241576072128,-2.37693846394521,1.55913337987808,0.0336021575765614,-0.00044408142033707,1.88240187670065,0.0305340142121197,0.000515041915160126,-1.25585416672659e-05,0.0748717943134246,-0.000228777567396299,75.0663837853567,-0.152664010594895
"1008",9,2,1967,-1.98302978693355,1.74125007409743,0.0603308249360021,72.7331160283131,-1.53537494613915,2.01511540607442,0.0570010807909273,0.000153869573513263,73.373727178075,-0.120929086598026,0.00195537409787192,0.0828706328363719,75.6182640682004,-2.26854171961881,1.64086724835365,0.00285806178492329,-5.24539361949578e-05,0.0891190398197603,-0.000528128318764928,77.5288486300016,-0.19778030448757,0.0276298201359647,2.38239786300216,0.000412454189772687,0.0730751445968431,73.966693397193,-2.37693846394521,1.55913337987808,0.0336021575765614,-0.00044408142033707,1.88240187670065,0.0305340142121197,0.000515041915160126,-1.25585416672659e-05,0.0748717943134246,-0.000228777567396299,75.0663837853567,-0.152664010594895
"1009",9,2,1968,-1.98302978693355,1.74125007409743,0.060170610950601,72.5357758073699,-1.53537494613915,2.01511540607442,0.0570010807909273,0.000153869573513263,73.373727178075,-0.120929086598026,0.00190643443324755,0.0809992848494572,75.3497840114647,-2.26854171961881,1.64086724835365,0.00285806178492329,-5.24539361949578e-05,0.0891190398197603,-0.000528128318764928,77.5288486300016,-0.19778030448757,0.0281187077710146,2.42149869909826,0.000310664343250925,0.0712715651031364,73.6137983368752,-2.37693846394521,1.55913337987808,0.0336021575765614,-0.00044408142033707,1.88240187670065,0.0305340142121197,0.000515041915160126,-1.25585416672659e-05,0.0748717943134246,-0.000228777567396299,75.0663837853567,-0.152664010594895
